Reference,Order Value,Group
557151,608.04,1
565669,608.64,0
573378,609.36,1
561570,610.48,1
541608,610.56,1
551184,610.56,0
557212,610.56,1
575945,610.56,0
556035,611.04,0
547516,611.6,1
560431,611.86,1
572999,611.94,1
564614,611.98,1
576827,612,0
579466,612,0
550940,615,1
578066,615.6,0
542350,615.94,1
537142,616,0
550452,617.4,1
552191,618,1
536967,618.45,0
551962,618.75,1
550005,620,1
554918,621.12,0
564096,621.6,0
558470,621.75,1
556823,621.76,1
549319,622.05,1
537780,622.2,0
546827,622.5,1
562443,622.5,0
574469,622.92,0
557014,623.04,0
573285,623.7,1
540682,624,0
544821,624,1
574014,624.24,1
569723,624.68,1
553212,624.96,0
575388,625.56,0
573894,625.77,0
559312,625.8,1
554034,626.4,0
572328,626.4,1
555233,626.62,0
573776,626.75,1
567489,627,1
580508,627,1
565590,628.29,0
557109,628.32,1
570123,629.25,0
566244,630,0
541272,630.85,1
549432,630.9,0
561816,631.19,0
562573,631.8,0
580438,632.15,0
561904,632.52,1
536844,632.7,0
572895,633.08,0
549256,633.6,1
566937,633.96,0
546405,634.2,0
541490,634.4,1
565380,634.4,0
570495,634.52,0
539727,634.75,1
580351,634.95,1
558201,635.04,1
537384,635.6,0
561699,636,1
549756,636.4,1
540408,637.5,0
572738,638.4,1
557510,638.52,0
578130,639.8,0
552646,639.87,0
552172,640,1
564272,640,0
569029,640,1
552041,640.2,1
541400,640.7,1
580026,640.8,0
560247,640.9,0
575204,641.34,0
563919,641.76,0
545890,642,0
569340,642,1
557303,642.56,0
573281,642.6,0
537248,643.5,0
580778,644,0
569684,644.6,1
539219,644.64,0
580060,645.75,1
575045,645.84,1
566719,646,0
542901,647.4,0
561677,647.4,1
569366,647.52,0
549928,648,1
557953,648.8,0
557681,649.45,0
556446,649.5,0
574087,649.6,0
548333,649.8,0
551151,650.4,1
556918,650.88,1
556285,651,0
550907,651,1
575709,651.1,1
561284,651.44,1
566192,651.6,0
541432,651.7,0
577036,652.32,1
542141,652.8,1
543455,652.8,0
559790,652.8,0
560597,652.8,1
578334,652.8,0
549839,653.4,0
565777,654.15,0
580100,654.16,1
577326,654.5,0
554834,655.2,0
561053,655.2,1
538165,656.04,0
579937,656.1,0
552837,656.64,0
563956,657.9,0
580173,658.56,1
565311,658.8,0
566250,658.8,1
570659,658.8,1
564429,658.92,0
550811,659.1,0
542739,660,1
567983,660,1
545225,660.96,0
570601,661.8,0
573325,663.6,0
536672,664,0
559826,664.2,0
558701,664.65,0
555571,665,0
555861,665.6,0
557146,665.84,1
560586,667.2,0
542944,667.4,0
553733,667.5,1
564474,667.5,0
567977,667.59,1
568383,668,0
537217,668.8,1
551815,669.8,1
579619,669.9,1
554110,670.4,0
554014,670.8,0
547085,671,1
570896,671.76,0
569575,671.92,1
536376,672,1
538993,672,0
559798,672,0
580303,672,0
579130,672.08,0
537686,673.4,1
541008,674.56,0
538195,675,1
541672,675,1
548652,675,0
560886,675,1
570794,675,1
572487,676.6,0
539753,676.94,1
574889,677.25,1
577032,677.6,1
560101,678.05,1
572350,679.14,0
561381,679.36,1
575391,679.5,1
554364,680.76,0
536534,680.85,1
544039,682,1
573507,683.2,0
562216,683.34,0
542142,684,0
576572,684.56,0
571108,686.4,0
561065,687,1
576096,687.18,0
548144,688.8,0
575702,689.08,0
543799,689.2,0
563904,689.62,1
573282,690,0
537247,691.2,0
559108,691.2,0
575090,691.38,1
567633,692.64,0
536579,692.76,0
569400,693,0
545328,693.25,1
555498,693.45,0
545710,694.8,1
537615,695,0
551280,695.7,0
558192,696,0
553713,697.4,1
536566,697.5,0
578091,697.76,0
570353,698.94,1
537620,699.3,1
569706,699.6,0
557754,700,0
549683,701.46,1
569567,702,1
554018,702.1,1
562442,702.72,0
557766,703.12,0
573372,703.3,1
557848,703.56,1
579280,703.8,1
561472,704,0
571852,704.48,0
550755,704.7,1
562589,705.28,0
560439,705.45,1
537625,705.6,0
571898,705.9,0
538352,706.1,1
566215,706.15,0
540181,706.32,0
563939,706.44,1
557523,706.8,0
581279,707.7,0
571315,707.94,0
571594,708,0
549206,708.8,0
564075,708.84,0
546637,708.9,0
570847,709.08,0
548541,710.26,1
575494,710.5,0
538869,711.65,0
546752,712.5,1
546949,712.8,1
551989,714,0
549048,714,1
548871,715.26,0
556055,716,0
556397,716,1
567325,716,1
571299,716,0
576253,716,1
560419,717.23,0
560976,718.2,1
545874,718.9,0
573113,718.96,0
536671,719.4,0
580138,719.4,1
575370,719.4,0
556439,720,0
569086,720,0
577810,720,1
580170,720,0
580987,720,0
581385,720,1
554159,720.3,0
554792,721.25,0
557969,722.2,0
561908,723,1
559237,723.6,0
580774,724.1,1
575166,724.68,0
539107,724.8,1
548645,725.04,1
561196,725.2,1
574919,725.4,0
537313,725.55,0
576853,725.61,1
578330,727.08,0
569009,727.08,0
553038,728,0
540184,729,1
575149,730.6,0
561244,731.16,0
538812,731.4,0
560269,731.88,1
541785,732.2,0
563451,732.9,0
561089,733.2,0
560879,733.46,0
555842,733.92,0
572189,734.25,0
538070,734.4,0
543413,734.4,0
542909,734.4,1
554816,734.58,0
562568,735.6,0
546171,736.2,0
575360,736.6,1
553882,737.1,0
562140,737.45,0
537882,738,0
539316,738.1,1
549433,738.4,1
560859,739.63,0
579364,740.95,0
571741,741.84,0
548372,742.45,1
546508,742.5,1
562924,743.4,0
574703,743.4,0
571436,744,0
543544,744.56,1
554350,745,0
553496,745,1
560501,745.2,1
575741,745.5,1
558622,745.8,0
578441,746.75,1
561819,747,1
564481,747.6,0
577579,747.84,1
558094,748,0
536536,749.55,0
553043,750,1
557428,750,0
566744,750,1
537636,750.4,1
572914,750.72,0
572760,750.96,0
580722,751.1,1
560596,753.36,0
579128,754.8,1
556936,755.82,1
554111,756,0
554921,756,0
570761,756.7,1
552242,757.2,1
545512,757.68,0
568389,757.72,1
541517,758.5,0
544176,758.7,0
547072,758.7,0
566265,762.2,1
577134,763.64,0
555502,764.4,1
553473,764.64,1
545413,765,1
580681,765.16,1
569125,765.7,1
537470,766.5,0
554053,767.2,0
546253,768.24,0
571462,768.56,1
544469,770,0
580090,770.55,0
567687,771,0
566082,771.75,1
561641,771.8,1
552947,772,1
542059,772.74,1
578695,774.86,0
540542,775,0
574723,775.88,0
554554,776.05,0
565414,776.05,1
563373,776.6,0
560881,776.7,0
576596,777.4,1
548910,777.6,1
561189,778.05,0
541483,778.6,1
546749,778.8,1
575165,779.24,1
547936,779.7,1
553227,779.8,1
579936,780,1
559154,780.3,0
536920,780.68,0
579405,780.78,0
580756,781,1
571738,781.2,0
567539,782.7,1
574878,782.88,0
566328,783.36,0
572466,784,1
568243,784.75,1
577680,785.61,0
542351,785.85,1
566046,785.88,0
537854,786,1
577823,786.24,0
563711,786.9,0
570251,787.2,1
580369,788.12,1
543038,789.05,1
550002,789.25,0
546322,789.6,1
561064,789.65,1
562886,789.94,1
564171,790.34,0
539280,790.5,1
544604,790.56,0
563719,791.64,0
536786,792,1
548644,792,0
556240,792.4,1
544847,792.66,0
581434,793.1,0
573895,793.86,1
542134,794,0
567611,794.82,0
578341,794.88,1
580074,796.7,0
562441,796.8,1
558719,797.28,1
562421,797.28,1
570250,797.32,1
540518,797.5,0
544892,798.4,1
545873,798.6,1
544340,799.2,1
541976,799.9,1
559516,800.4,0
577801,801.62,0
570961,802.56,0
554670,802.62,1
550655,802.8,1
553239,803.52,1
544633,803.88,0
538037,804,0
548606,804,1
575595,804,1
566225,805.5,1
558259,806,1
576769,807.35,0
562782,808.5,1
563499,808.5,1
541203,809.16,1
556437,809.9,1
537031,810,1
541247,810,0
581185,810,1
573404,810.6,1
558528,812,0
577169,812.7,0
566311,812.76,1
557856,813.24,0
563588,813.4,1
536755,813.75,1
581361,813.96,1
558331,814.08,1
548547,814.38,0
537127,816,1
550497,816,1
551191,816,0
552341,816,1
555104,816,1
578704,816,1
578831,816,1
564717,817.2,1
547003,817.5,1
551188,817.74,0
554274,818.9,1
555555,819,0
555950,819,0
566322,820.04,1
564149,821.1,1
553177,821.34,1
553654,821.34,1
537800,822.75,1
555093,825.28,1
567292,827.07,0
551955,827.4,1
576891,827.4,1
548332,827.4,0
569647,828,0
559070,828.75,0
553892,829.4,0
538499,829.5,1
568785,829.6,1
569339,830,0
559203,830,1
556540,830.68,1
573295,831.16,1
546157,832,1
546662,832,1
550242,832,0
561864,832.32,0
560917,833.85,0
567937,836.4,0
554515,837.9,1
545414,838.8,0
558917,838.8,1
570240,839.8,0
542606,839.8,1
547017,840,1
556110,840,0
547893,840.65,1
549591,841.5,0
572320,842.86,1
551427,843.84,0
555395,843.84,0
559517,844.08,1
561023,846.72,0
554652,848,0
573162,849.24,1
546019,849.5,0
556034,849.6,1
564169,849.6,0
553550,850,0
576389,850.5,1
565377,852.8,1
548457,854.4,0
566178,855.05,1
564228,855.36,0
544819,855.78,0
561675,856.32,1
564723,856.44,0
562343,857.68,1
536748,858,0
581184,859.2,0
538640,859.5,1
548604,859.52,1
581423,860.6,0
572838,860.72,1
547576,861.12,0
572928,861.3,1
567913,862.45,0
550276,862.92,0
574226,863.52,1
554135,863.72,1
547204,864,1
572845,864,1
581459,864,0
560183,865.92,0
539572,867,1
546985,867.15,1
576188,867.88,1
562942,868.25,0
541281,868.56,0
563839,870,1
561892,870.15,0
552971,871.86,0
560355,872.1,0
572931,873.26,1
575071,873.6,0
552945,874.08,1
569004,874.3,0
551011,874.8,1
540996,878.9,1
542223,878.9,0
569676,879.45,1
567510,879.84,1
543357,880.6,0
554955,880.88,1
558294,881.4,0
547558,882,1
559091,882.2,0
576346,882.28,1
543623,883.2,1
548705,883.56,0
577133,884.07,0
569569,884.64,1
561353,886.2,0
552034,887.34,1
537700,887.4,0
543325,887.7,0
577738,888.3,1
551814,889.1,1
557218,889.56,0
555578,889.68,0
566318,889.9,1
560210,890,1
536797,890.4,0
572191,890.96,0
581058,891.2,0
561880,891.48,0
577018,892.98,1
580076,893.52,0
536777,894.34,1
545989,894.4,1
563251,894.6,1
557857,897,0
538528,898.8,0
577044,900,0
568132,900.22,0
564557,900.9,0
561796,901.6,1
548872,902,0
556500,903.68,1
541119,904.4,1
536502,904.41,1
546442,904.5,0
575633,904.8,0
539091,905,0
577830,905.2,1
575492,905.6,1
564225,907.2,1
572877,908.16,1
557010,908.2,1
552167,908.25,1
559201,908.5,0
578683,909.3,1
569688,909.92,1
551143,910,0
578690,912.25,1
566432,913.44,1
578230,914.4,0
569389,915,0
548633,915.84,0
577000,918,1
551166,918,0
569841,918,0
577289,918.48,0
550801,919.5,0
564374,919.6,0
548700,920.36,0
568322,920.37,0
561802,921.12,1
577313,921.25,1
544926,921.6,0
543934,921.6,0
542220,922.35,1
570840,922.46,0
549436,923.73,1
539483,924,1
575192,924,0
578246,926.64,1
538845,927.96,1
560181,928.35,1
551946,928.4,1
555367,928.55,1
536771,929.94,1
552305,930.15,1
549838,931.2,1
552833,931.5,1
538907,932.4,1
540263,932.88,0
578028,935.28,1
554502,935.48,0
544925,936,1
550624,937.72,0
549665,938.6,0
561193,939.12,1
556889,940.5,1
574037,941.85,1
547965,941.92,0
538865,942.15,0
559352,942.3,1
541876,942.4,0
542722,943.2,0
564910,943.25,1
545463,943.35,1
567529,943.95,1
575894,944.4,1
547059,945.2,1
577408,945.75,1
545026,946.56,0
560452,947.1,1
562366,947.16,1
579282,947.72,0
565592,948,1
555113,948.1,1
540162,948.75,1
560553,950.35,1
566928,951.66,0
567343,951.95,1
580713,952.35,1
563832,952.82,1
549312,954,0
551875,954.52,0
572031,954.72,1
549934,955,1
570973,955.5,0
560693,955.68,1
567310,957.33,0
540170,957.6,0
567377,957.9,1
552008,958,0
580292,958.11,1
566619,958.44,0
574937,958.5,0
566921,959.64,0
555593,960,1
573995,960,1
577854,960.08,1
561624,960.96,1
557568,961.4,1
539859,962,1
560805,962.2,0
547949,963.9,0
571099,964.76,0
546166,965.12,0
581223,965.36,1
553015,965.7,1
537390,966.8,0
547038,966.9,1
579450,967.5,1
574286,967.6,1
578668,969,0
550608,970.2,0
538345,971.6,0
546030,972,0
573004,972,1
559205,972.72,0
543283,972.95,1
552297,973.75,1
568150,974.72,0
553895,976.5,0
541960,976.8,1
577352,977.5,0
576214,978.52,1
558093,978.6,1
543294,978.75,1
546397,979.2,0
558363,979.2,0
574012,979.2,0
578623,980.1,0
547405,980.4,1
566232,981.54,0
551182,981.76,0
557286,982.35,1
564023,983.5,0
553215,985.66,1
552842,986.24,0
566247,987,0
572067,988.56,1
551952,989.4,1
572992,989.5,0
544150,990,0
552283,990,0
560734,990,0
572352,990.25,0
558044,991.1,0
580531,991.1,1
555928,992,0
542113,993.3,1
557100,993.3,0
557310,993.6,0
546391,993.6,0
557089,993.6,1
545896,994.74,1
539282,995.2,1
579352,995.28,0
564901,995.52,1
557266,995.67,1
548706,996.4,0
570678,996.45,1
555008,996.6,0
556049,996.6,0
564652,998.4,1
569080,999,1
549974,999.05,0
574271,1000,0
579010,1002.5,0
567855,1002.88,1
580277,1002.98,1
536809,1003.2,0
569730,1004.88,1
538830,1005.42,0
571506,1005.9,1
538010,1006,1
539716,1006.2,1
547944,1006.95,1
556667,1007.44,1
547220,1007.6,0
543670,1008,0
540997,1009.05,1
577110,1009.26,1
575708,1009.26,0
580890,1010.24,0
552169,1012,0
539594,1012,0
539248,1012.44,0
548562,1012.5,1
562940,1012.5,0
537472,1013.04,1
550754,1014,1
557277,1014.24,1
538594,1014.3,0
563707,1015,1
577202,1015.56,0
565244,1016.31,0
549670,1016.4,1
576622,1016.52,1
538828,1017,1
546691,1017.6,0
544404,1018.7,0
541316,1019.1,1
553732,1019.7,1
564046,1020,0
554987,1020,1
554700,1020.68,0
551890,1020.8,0
549310,1022.38,0
556468,1022.67,0
581140,1023.15,1
562290,1023.19,0
569654,1023.88,1
553928,1024.24,1
559638,1024.32,0
569531,1024.42,1
554629,1025.02,1
560980,1025.2,0
566058,1026,1
554381,1026.2,1
561597,1027.2,0
544158,1027.2,1
539733,1027.25,0
545573,1029.3,0
570195,1030.25,1
562729,1030.4,1
566594,1031.45,1
553410,1034.1,1
554635,1034.15,0
541611,1035.36,0
553143,1036.2,0
561714,1036.95,1
555579,1037.76,0
548459,1037.85,1
552870,1038.5,0
549976,1039.5,0
544915,1040.4,0
549272,1041.45,0
564326,1041.71,1
569368,1042.5,1
558705,1043.46,1
559466,1043.46,1
572325,1044,0
573354,1045.17,0
573758,1047,1
581324,1048.32,1
552479,1049.3,1
569977,1050.72,0
547820,1051.44,1
546869,1051.47,0
551977,1052.76,1
548412,1055.95,0
546874,1056.88,0
570504,1057.5,0
577103,1057.5,0
546634,1057.54,0
554820,1058.2,1
538943,1058.4,1
542108,1058.4,1
552967,1060.08,0
549225,1060.8,0
555001,1061.34,1
574842,1061.4,1
551660,1062.72,1
556115,1063.24,0
554087,1063.44,1
571730,1064.89,1
562285,1065.6,0
537509,1065.6,1
539865,1065.6,1
552865,1066.08,0
546877,1066.4,0
570784,1066.5,1
543046,1067.2,0
555512,1068.56,0
576097,1069.96,0
561070,1070.46,0
558773,1070.68,1
569013,1071,1
541226,1071,1
577440,1071,1
563346,1071.6,0
572663,1071.84,0
540115,1072.5,1
579443,1072.75,1
546788,1073.5,1
561259,1073.6,0
554351,1073.8,0
559799,1073.93,0
581014,1074.14,1
540970,1075.2,0
580139,1075.2,1
569418,1075.68,1
554156,1076.4,1
571628,1077.12,0
579962,1077.12,1
541278,1079,0
574039,1079.1,1
566870,1079.4,1
542896,1080,1
581458,1080,1
549932,1080.1,1
578129,1081.08,1
543612,1081.2,0
575178,1081.3,0
571260,1081.92,0
553571,1083,0
579528,1083.24,1
563366,1083.6,1
570882,1084.16,0
536402,1084.6,1
551728,1084.6,1
555287,1086.24,1
549183,1086.5,0
576892,1086.69,0
560441,1087.2,1
561462,1088.5,1
578384,1089.6,1
564329,1089.65,1
552048,1090,0
557272,1090,0
559661,1094.1,0
547845,1094.4,0
566630,1094.4,1
536365,1094.8,0
574961,1095,0
579759,1095.56,0
579840,1096,0
572236,1096.78,0
573887,1097.55,0
547045,1098,1
546247,1098.16,1
559543,1098.2,0
569648,1098.3,0
561280,1099.2,1
567710,1099.2,1
547923,1100.55,1
555161,1101.24,1
564959,1101.36,1
567324,1101.6,1
558918,1102.8,0
563182,1103.2,0
547001,1104.48,1
574316,1104.6,1
552245,1104.88,1
567141,1105.92,1
572876,1106.82,1
570213,1109.16,1
566284,1110.96,1
549750,1111.5,0
579513,1112.52,1
553917,1113.15,1
574735,1114.36,1
572893,1114.94,0
574255,1116,1
580651,1118.61,0
543842,1119.36,1
549925,1119.36,1
553403,1120.12,0
553226,1120.6,0
552254,1121.76,1
559361,1122.1,1
574698,1122.4,1
565293,1123.2,1
568647,1123.76,0
561200,1124.06,0
559768,1125.36,0
556066,1126.9,0
537658,1128,1
542609,1128.1,0
565423,1128.27,0
580892,1128.6,0
559685,1129.45,1
553131,1130.04,1
556534,1130.35,1
562806,1130.4,1
547512,1131,0
575984,1131.52,0
562287,1132.56,1
542065,1132.6,0
580993,1132.8,0
536584,1132.8,1
549285,1132.96,1
560931,1133.6,1
542641,1135.8,0
575189,1136.1,1
548913,1136.3,0
580394,1136.96,0
577538,1138.28,0
539458,1138.5,1
577491,1138.76,1
555478,1139.04,1
563923,1139.32,0
557258,1139.7,1
561394,1140,1
578663,1140.36,0
546132,1142.1,0
557230,1142.4,1
560592,1145.52,0
548996,1145.6,1
580602,1146.6,1
571267,1146.78,0
571169,1147.6,1
536761,1148.4,1
559097,1149.3,0
557672,1150.25,0
550923,1150.5,1
538817,1152,1
561692,1152,0
546754,1152,1
558079,1152.48,0
558748,1153.75,0
557250,1154.14,1
554988,1154.2,0
566729,1154.52,0
561132,1155,0
573893,1155,0
557483,1155.15,0
540840,1156.05,0
537774,1156.4,0
553650,1156.8,1
539266,1157.1,1
543908,1157.1,0
572060,1158.36,1
564358,1158.72,0
569398,1158.72,1
560274,1159.6,1
569130,1159.95,1
543482,1160,1
567344,1160.28,1
565087,1160.6,1
553419,1160.9,0
550126,1161.8,0
571457,1162.56,1
538417,1162.8,1
571278,1164,0
556466,1164.05,0
572906,1164.6,0
571226,1164.9,1
578804,1165.08,0
572834,1165.56,1
574966,1166.4,1
568705,1166.56,1
574021,1166.56,1
567941,1167.25,1
564089,1167.6,1
577047,1167.6,0
579454,1168.08,0
539319,1170,1
568569,1170,1
581097,1170,0
566778,1171.3,0
564556,1171.62,1
578345,1171.8,1
578346,1171.8,0
565929,1172.38,1
573331,1172.6,0
556632,1173,0
560640,1173.76,0
554050,1174.65,0
546104,1175.25,0
573416,1175.4,1
536968,1176,1
557495,1176.16,0
549443,1176.4,0
543280,1176.7,1
552904,1177,0
568541,1177.38,1
544322,1177.8,1
572210,1177.8,1
558758,1178.8,0
537862,1180.02,0
552196,1180.8,0
537861,1184.4,0
580658,1185.84,1
578550,1187.08,1
580243,1187.2,0
545899,1187.5,1
549282,1187.5,1
566229,1187.92,1
538848,1188,1
548981,1188,0
562270,1188,0
579276,1188.25,0
572670,1188.72,1
543003,1188.72,0
565466,1190.64,1
548447,1192.17,0
556191,1192.48,1
536849,1192.5,0
571550,1192.8,1
564543,1193.28,0
549169,1193.4,1
556681,1193.4,1
580130,1193.56,1
553344,1195.2,1
571734,1195.56,0
541677,1195.92,1
556967,1196.16,0
566633,1196.16,0
576828,1196.24,1
563685,1197,0
574150,1197.44,0
546032,1197.45,0
543901,1198.4,0
560267,1198.4,0
548979,1198.8,1
536740,1199.3,1
563438,1199.52,1
563544,1199.52,1
577043,1199.7,1
576668,1200,0
545309,1200.5,0
550343,1200.5,1
580067,1200.6,1
563857,1200.85,0
545348,1201.47,0
560557,1202,1
578352,1202.5,1
554916,1203.82,0
546120,1204.32,1
580977,1205.28,1
568711,1206.58,0
560536,1206.9,0
569859,1207.44,1
541832,1207.8,1
579916,1208.88,0
559127,1209.3,1
543649,1209.6,1
545725,1210.25,1
550619,1211,1
580387,1211.14,1
576387,1211.18,0
544125,1211.36,1
569892,1211.8,0
570266,1212,1
552080,1213.2,0
543673,1216,0
577347,1216.86,0
568175,1217.42,1
577492,1220.12,1
554505,1220.32,0
570236,1221.22,1
568414,1221.36,1
565125,1223.2,0
552548,1224.3,1
551470,1224.52,1
574044,1224.96,1
564365,1225.08,0
561732,1225.44,0
541135,1228.5,1
564477,1229.6,1
559419,1229.76,1
560201,1229.8,0
570196,1232.28,0
581130,1232.5,0
553853,1233,0
547724,1235.9,0
580558,1236,0
579133,1236.14,1
553371,1236.24,0
569399,1236.48,0
546918,1237.6,0
539991,1239.3,0
542146,1239.5,1
580906,1239.84,0
551000,1240.8,1
579039,1240.8,1
566738,1241.9,1
554155,1241.98,0
554301,1241.98,1
554968,1243.62,1
555243,1244.1,1
572052,1244.16,1
561743,1244.68,1
537447,1244.7,0
536986,1244.88,0
542897,1245,0
554838,1245.45,1
581011,1246.08,1
562891,1247,0
565723,1248.2,1
575088,1249.2,0
580700,1249.56,0
566027,1250.34,1
580095,1251.2,0
539754,1251.8,0
573267,1252.6,0
569328,1253.84,1
564332,1254.16,0
581396,1255.5,0
555479,1255.62,0
578621,1256.24,1
576613,1256.4,0
571352,1258.95,1
574938,1259.7,1
552461,1260,1
552299,1260.55,1
561118,1261.7,0
579005,1262.76,1
538182,1263.6,1
577837,1263.6,1
553781,1263.75,1
572851,1267.2,0
547907,1267.3,0
564836,1267.92,0
539641,1268.55,1
544196,1269.9,1
574289,1270.08,1
563982,1271.92,1
569085,1272,1
578829,1272.43,0
538268,1274,1
575591,1274.2,1
537901,1275,0
557259,1275.96,0
554646,1278,1
581356,1278.45,1
550658,1278.72,1
562929,1278.75,0
557304,1280.4,1
545279,1282.6,1
549026,1283.3,0
540130,1283.4,1
544109,1284.3,1
557320,1285.2,0
579402,1285.9,0
574234,1286.45,0
581022,1286.46,1
581488,1288,0
570023,1288.8,0
558717,1290.15,1
541992,1290.56,1
547668,1291.05,1
544675,1292.04,1
554324,1292.7,1
538169,1293.6,0
547818,1293.6,1
548359,1294.56,0
572878,1294.8,0
544936,1295.4,0
571677,1295.8,1
574024,1296.18,0
550216,1296.4,0
537831,1297.53,0
537649,1297.8,1
543998,1299.6,0
579441,1299.9,0
549969,1300,1
545276,1300,1
552875,1300,0
536794,1300.8,0
553525,1300.86,1
579459,1301.85,1
569144,1302.03,0
576786,1302.03,1
564231,1302.47,1
564563,1302.9,1
563743,1303.2,0
551183,1305.3,0
552454,1305.6,0
559701,1305.6,0
563164,1305.6,0
565454,1305.85,1
552179,1307.24,0
556892,1308.32,1
548559,1310.7,1
576929,1312.64,0
549737,1312.8,0
575611,1313,1
536970,1314,1
555490,1314,1
550645,1314.88,1
559131,1315.02,0
575853,1315.33,0
536525,1315.73,0
572130,1315.96,1
578253,1317.65,1
579278,1319.2,0
541105,1320,0
546169,1320,1
537423,1320.8,0
559708,1322.4,0
549834,1324.8,0
555884,1325.1,0
559544,1326.4,0
580213,1326.41,1
566588,1328.3,0
554810,1329.5,1
576510,1329.9,0
577518,1330,1
567698,1330.12,0
563835,1331.2,1
580288,1332.09,0
576317,1333.8,1
550623,1333.8,1
574881,1334.34,0
581586,1335.18,0
571510,1335.6,1
576224,1336.92,1
537258,1338.6,1
550307,1339.2,1
564318,1341.74,0
545904,1343.75,0
563176,1343.79,1
543126,1344,1
563192,1344,0
539306,1345.05,1
578353,1345.68,1
557877,1346.34,0
551652,1346.36,0
568340,1346.91,1
555588,1347.72,1
571843,1347.84,1
543198,1348.2,1
544166,1350,0
556505,1350.24,1
545898,1350.9,0
573262,1351.41,0
558626,1352.66,0
577552,1352.7,1
538856,1353,1
543117,1353.45,1
556065,1354.2,1
547226,1354.65,0
551383,1355.21,0
558635,1355.34,1
576086,1356.6,1
548177,1356.68,0
562966,1357.2,1
579287,1358.56,0
553142,1358.61,1
544654,1358.74,0
547539,1360.8,1
557942,1360.8,1
570014,1361.13,1
552827,1361.7,1
575297,1362,0
552463,1362.13,1
575135,1362.96,1
552240,1363.1,0
570834,1364.5,0
549260,1364.61,0
581411,1365,0
581120,1365.78,1
542133,1366.56,1
555528,1366.56,1
544662,1366.89,1
551882,1367.15,1
556271,1367.5,0
550335,1368,0
571938,1368.64,0
548222,1370.6,0
549292,1370.88,1
563736,1371.04,1
575988,1371.6,0
578821,1372,1
564815,1372.8,1
549305,1373.1,0
566435,1373.6,1
553938,1373.7,1
548892,1374.3,1
546981,1374.75,0
562468,1375,0
559323,1376,1
568099,1376.7,1
575618,1376.94,0
555846,1377.6,0
564143,1380.6,1
543380,1381.5,1
536747,1381.5,0
558314,1382.4,0
565589,1382.4,0
564334,1382.84,1
568178,1383.9,0
550481,1384.35,0
548566,1386,1
550828,1386,1
552287,1389.05,1
574233,1390.62,1
560417,1391.04,0
550190,1391.05,1
566492,1391.38,0
554642,1392,0
580969,1393.18,1
548197,1394.4,1
545466,1396,1
558083,1396.06,1
580905,1398.87,1
548994,1399.04,1
537655,1402.2,1
550936,1404,1
557032,1404,1
547340,1405,1
559900,1405.8,1
568209,1405.8,0
538899,1406.5,0
573095,1407.6,1
563507,1408.32,0
566237,1408.5,0
552253,1408.96,1
579920,1409.28,1
553666,1410.44,1
570798,1410.44,0
541218,1411.54,1
567621,1411.96,1
543618,1412.45,1
576641,1413,1
579909,1413.3,1
541137,1413.36,0
564816,1413.81,1
539300,1414.36,1
553850,1414.5,1
553379,1414.8,0
573144,1415.7,1
569385,1416,1
569388,1416,1
575389,1416.02,1
568656,1416.8,0
540461,1417.8,0
549714,1418.19,1
543167,1419,1
561334,1419.87,1
558478,1420.65,1
572322,1421,1
539285,1423.74,0
561378,1424.64,1
574042,1424.64,1
544939,1425.9,1
573082,1428.2,0
556298,1429.78,0
537385,1430.05,0
540750,1431,1
575737,1431.44,0
552566,1432,1
543550,1433.1,0
560446,1433.44,0
573261,1434.24,1
539335,1435.2,0
551234,1435.2,1
557333,1437.8,1
546436,1438.8,0
576198,1439.16,1
540269,1440,1
581138,1440,0
561676,1440.4,0
552661,1441.5,0
542129,1441.75,0
562809,1442.46,1
562136,1442.7,0
580656,1444.02,0
553681,1444.38,1
571636,1444.8,0
538178,1444.84,0
565731,1445,1
565614,1445.25,0
551535,1445.55,0
542900,1445.6,1
552853,1445.85,0
559697,1445.94,0
545819,1446.28,1
553209,1447.5,0
555077,1448.48,0
575897,1449.24,0
580307,1450.28,0
546847,1451.4,0
564852,1451.83,1
577853,1453.32,1
544042,1454.35,1
541801,1455,0
573902,1455.84,0
575317,1456.44,1
580728,1457.92,1
559044,1458.2,1
577101,1458.6,1
542320,1459.05,0
570511,1460,1
554107,1460.5,1
548734,1461.25,1
543540,1461.88,1
580065,1462.8,0
536756,1463.95,0
561708,1464,1
550449,1466.05,0
563841,1466.8,0
571410,1467.55,0
551150,1468.5,1
567453,1468.8,0
544096,1468.8,0
581380,1469.93,0
544481,1471.47,0
564383,1472.2,0
577132,1472.7,1
560545,1473.45,1
569240,1473.68,0
543029,1474.08,1
542025,1474.4,1
557605,1474.9,1
537669,1475.25,0
537846,1475.5,1
568494,1475.55,0
571431,1475.6,0
562567,1477,0
539000,1477.15,1
581474,1477.2,1
543923,1478.4,0
554701,1478.4,0
558768,1478.4,0
573128,1478.58,1
560715,1479.56,0
549280,1480.1,0
547900,1483.2,0
539327,1483.5,1
571439,1483.52,1
576577,1484.7,1
573342,1484.82,0
540406,1485,1
547541,1485,1
542631,1485,1
553491,1485,0
573577,1485,1
574685,1485.22,0
553664,1485.75,0
547033,1485.8,1
556047,1486.8,1
576403,1487.32,0
562851,1487.64,0
560026,1488,0
545578,1488.65,0
579126,1489.3,1
538831,1489.6,1
569697,1490.4,1
549842,1490.6,1
540858,1491.6,0
554008,1491.6,1
